id_unidad,clues,clave_presupuestal,nombre_corto,derechohabientes_primer_nivel,derechohabientes_segundo_nivel,derechohabientes_tercer_nivel
U_ISSSTE_1080,PENDIENTE,093-206-03,CMCT SENER,No disponible,No disponible,No disponible
U_ISSSTE_1081,PENDIENTE,093-206-09,CMCT SADER,No disponible,No disponible,No disponible
U_ISSSTE_1082,DFIST000032,093-207-00,CEQ Churubusco,No aplica,"241,135",No aplica
U_ISSSTE_1083,DFIST000044,093-208-00,CMF Dr. Ignacio Chávez,"107,384",No aplica,No aplica
U_ISSSTE_1084,DFIST000580,093-208-01,CMCT No. 65 SHCP,No disponible,No disponible,No disponible
U_ISSSTE_1085,PENDIENTE,093-208-02,CMCT SICT,No disponible,No disponible,No disponible
U_ISSSTE_1086,DFIST000230,093-209-00,CMF Tlalpan,"71,664",No aplica,No aplica
U_ISSSTE_1087,DFIST000225,093-209-01,CMCT No. 17 ISSSTE (San Fernando 547),No disponible,No disponible,No disponible
U_ISSSTE_1088,PENDIENTE,093-209-05,CMCT Centro Cultural Ollin Yoliztli,No disponible,No disponible,No disponible
U_ISSSTE_1089,DFIST000056,093-210-00,CMF División del Norte,"79,326",No aplica,No aplica
U_ISSSTE_1090,DFIST000295,093-211-00,CMF Ermita,"85,591",No aplica,No aplica
U_ISSSTE_1091,DFIST000061,093-212-00,CMF Coyoacán,"73,689",No aplica,No aplica
U_ISSSTE_1092,DFIST000756,093-212-01,CMCT No. 27 DIF,No disponible,No disponible,No disponible
U_ISSSTE_1093,PENDIENTE,093-212-02,CMCT Transparencia para el Pueblo (antes INAI),No disponible,No disponible,No disponible
U_ISSSTE_1094,DFIST000592,093-212-03,CAF UHF. Integración Latinoamericana,"2,081",No aplica,No aplica
U_ISSSTE_1095,PENDIENTE,093-212-04,CMCT UNAM,No disponible,No disponible,No disponible
U_ISSSTE_1096,DFIST000254,093-213-00,CMF Xochimilco,"126,033",No aplica,No aplica
U_ISSSTE_1097,DFIST000172,093-214-00,CMF Milpa Alta,"70,067",No aplica,No aplica
U_ISSSTE_1098,DFIST000324,093-215-00,HG Dr. Darío Fernández Fierro,No aplica,"330,829",No aplica
U_ISSSTE_1099,DFIST000242,093-217-00,CMF Fuentes Brotantes,"26,217",No aplica,No aplica
U_ISSSTE_1100,DFIST000213,093-218-00,CE Clidda,No disponible,No disponible,No disponible
U_ISSSTE_1101,DFIST000184,093-219-00,CMF Villa Álvaro Obregón,"115,285",No aplica,No aplica
U_ISSSTE_1102,DFIST000662,093-219-01,CMCT SABG,No disponible,No disponible,No disponible
U_ISSSTE_1103,PENDIENTE,093-219-03,CMCT CNBV,No disponible,No disponible,No disponible
U_ISSSTE_1104,PENDIENTE,093-219-04,CMCT Subdirección de Personal ISSSTE,No disponible,No disponible,No disponible
U_ISSSTE_1105,PENDIENTE,093-219-05,CMCT IMSS-BIENESTAR,No disponible,No disponible,No disponible
U_ISSSTE_1106,DFIST001053,093-220-00,HG Dra. Matilde Petra Montoya Lafragua,No aplica,"303,484",No aplica
U_ISSSTE_1107,DFIST000015,094-204-00,CMF Cuitláhuac,"102,455",No aplica,No aplica
U_ISSSTE_1108,DFIST000196,094-205-00,HG Dr. Fernando Quiroz Gutiérrez,No aplica,"165,113",No aplica
U_ISSSTE_1109,DFIST000505,094-206-00,CMF Marina Nacional,"36,100",No aplica,No aplica
U_ISSSTE_1110,DFIST000020,094-207-00,CMF Azcapotzalco,"58,564",No aplica,No aplica
U_ISSSTE_1111,DFIST000510,094-208-00,CMF Legaria,"28,678",No aplica,No aplica
U_ISSSTE_1112,DFIST000534,094-209-00,HG Tacuba,No aplica,"289,397",No aplica
U_ISSSTE_1113,DFIST000493,094-211-00,CEQ Dr. Alberto Pisanty Ovadia,No disponible,No disponible,No disponible
U_ISSSTE_1114,DFIST000522,094-212-00,CMF Observatorio,"37,026",No aplica,No aplica
U_ISSSTE_1115,DFIST000616,094-212-05,CAF Cuajimalpa,"31,801",No aplica,No aplica
U_ISSSTE_1116,DFIST000300,094-214-00,CMF Revolución,"71,056",No aplica,No aplica
U_ISSSTE_1117,DFIST000831,094-214-01,CMCT No. 62 SHCP,No disponible,No disponible,No disponible
U_ISSSTE_1118,PENDIENTE,094-214-02,CMCT Secretaría de las Mujeres,No disponible,No disponible,No disponible
U_ISSSTE_1119,DFIST000312,096-201-00,CMN 20 de Noviembre,No disponible,No disponible,No disponible
U_ISSSTE_1120,DFIST000160,097-201-00,HR Gral. Ignacio Zaragoza,No aplica,"379,454","933,661"
U_ISSSTE_1121,DFIST000201,098-201-00,HR Lic. Adolfo López Mateos,No aplica,No aplica,"1,040,561"
