id_unidad,clues,clave_presupuestal,nombre_corto,servicio_medicina_general,servicio_gineco_obstetria,servicio_pediatria,servicio_geriatria,servicio_oncologia,servicio_traumatologia_ortopedia,servicio_odontologia,servicio_urgencias,servicio_hemodialisis,servicio_hemodinamia,servicio_quimioterapia,servicio_banco_sangre,servicio_rayos_x,servicio_quirofano,servicio_farmacia
U_ISSSTE_467,MCIST000495,015-220-00,CMFEQ Juana Belén Gutiérrez de Mendoza,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_468,MNIST000202,016-205-00,CH Uruapan del Progreso,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_469,MNIST000366,016-205-02,CAF Gabriel Zamora,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_470,MNIST000552,016-205-05,CAF Tingambato,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_471,MNIST000330,016-205-06,CAF Cherán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_472,MNIST000441,016-205-07,CAF Nahuatzen,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_473,MNIST000465,016-205-08,UMF Paracho de Verduzco,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_474,PENDIENTE,016-205-09,CAF Nuevo Parangaricutiro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_475,MNIST000016,016-206-00,CH Apatzingán de la Constitución,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_476,MNIST000243,016-206-01,CAF Aguililla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_477,MNIST000284,016-206-02,CAF Coalcomán de Matamoros,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_478,MNIST000540,016-206-03,UMF Tepalcatepec,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_479,MNIST000132,016-206-04,UMF Nueva Italia de Ruiz,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_480,MNIST000062,016-206-07,UMF La Huacana,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_481,MNIST000156,016-207-00,CMF La Piedad de Cabadas,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí
U_ISSSTE_482,MNIST000255,016-207-01,CAF Angamacútiro de la Unión,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_483,MNIST000675,016-207-02,CAF Pastor Ortíz,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_484,MNIST000470,016-207-03,CAF Penjamillo de Degollado,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_485,MNIST000535,016-207-04,CAF Tanhuato de Guerrero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_486,MNIST000646,016-207-05,CAF Yurécuaro No. 1,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_487,MNIST000231,016-208-00,CH Zitácuaro,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_488,MNIST000260,016-208-01,CAF Angangueo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_489,MNIST000605,016-208-07,CAF Tuxpan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_490,MNIST000050,016-208-09,UMF Cd. Hidalgo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_491,MNIST000074,016-208-10,UMF Huetamo de Nuñez ,Sí,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí
U_ISSSTE_492,MNIST000226,016-209-00,CH Zamora,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_493,MNIST000325,016-209-01,CAF Cotija de la Paz,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_494,MNIST000045,016-209-02,UMF Chilchota,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_495,MNIST000395,016-209-03,CAF Ixtlán de los Herbores,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_496,MNIST000173,016-209-04,UMF Los Reyes de Salgado,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_497,MNIST000482,016-209-05,CAF Purépero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_498,MNIST000523,016-209-06,CAF Tangancícuaro de Arista,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_499,MNIST000634,016-209-07,CAF Vista Hermosa de Negrete,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_500,MNIST000144,016-210-00,CH Pátzcuaro,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_501,MNIST000342,016-210-01,CAF Churumuco de Morelos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_502,MNIST000506,016-210-03,CAF Quiroga,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_503,MNIST000593,016-210-04,CAF Puruarán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_504,MNIST000511,016-210-05,CAF Villa Escalante (Santa Clara),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_505,MNIST000190,016-210-06,UMF Tacámbaro de Codallos,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_506,MNIST000021,016-210-07,UMF Ario de Rosales,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_507,MNIST000185,016-211-00,CH Sahuayo,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí
U_ISSSTE_508,MNIST000086,016-211-01,UMF Jiquilpan de Juárez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_509,MNIST000453,016-211-02,CAF Pajacuarán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_510,MNIST000412,016-211-03,CAF San José de Gracia,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_511,MNIST000622,016-211-04,CAF Venustiano Carranza,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_512,MNIST000103,016-212-00,"CH R. Flores Magón, Lázaro Cárdenas",Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_513,MNIST000033,016-212-01,UMF Arteaga,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_514,MNIST000115,016-212-04,UMF El Ranchito,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_515,MNIST000214,016-213-00,CH Zacapu,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_516,MNIST000301,016-213-01,CAF Coeneo de la Libertad,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_517,MNIST000383,016-213-02,CAF Huaniqueo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_518,MNIST000424,016-214-00,CMF Morelia,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_519,MNIST000313,016-214-01,CAF Contepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_520,MNIST000091,016-214-02,UMF Maravatío de Ocampo,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_521,MNIST000161,016-214-03,UMF Puruándiro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_522,MNIST000494,016-214-04,CAF Queréndaro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_523,MNIST000576,016-214-05,CAF Tlalpujahua,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_524,MNIST000436,016-214-06,CAF Villa Morelos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_525,MNIST000663,016-214-08,CAF Zinapécuaro de Figueroa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_526,MNIST000354,016-214-09,CAF Epitacio Huerta,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_527,MNIST000371,016-214-10,CAF Huandacareo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_528,PENDIENTE,016-214-11,CAF Acuitzio,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_529,PENDIENTE,016-214-12,CAF Cuitzeo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_530,PENDIENTE,016-214-13,CMCT SEP (Morelia),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_531,MSIST000025,017-205-00,"CH Dr. Rafael Barba Ocampo, Cuautla",Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_532,MSIST000071,017-205-01,UMF Jonacatepec,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_533,MSIST000211,017-205-02,CAF Tepalcingo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_534,MSIST000252,017-205-03,CAF Tlayacapan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_535,MSIST000141,017-205-04,CAF Cd. Ayala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_536,MSIST000112,017-205-05,UMF Yautepec,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_537,MSIST000276,017-205-06,UMF Yecapixtla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_538,MSIST000281,017-205-07,CAF Zacualpan de Amilpas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_539,MSIST000235,017-205-08,CAF Tetela del Volcán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_540,MSIST000136,017-205-09,CAF Axochiapan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_541,MSIST000310,017-205-11,CAF Atlatlahucan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_542,MSIST000322,017-205-12,CAF Ocuituco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_543,PENDIENTE,017-206-00,CMF Cuernavaca,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_544,MSIST000165,017-206-02,CAF Emiliano Zapata,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_545,MSIST000182,017-206-03,CAF Jiutepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_546,MSIST000194,017-206-06,CAF Puente de Ixtla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_547,MSIST000153,017-206-07,CMCT SEP (Cuernavaca),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_548,MSIST000083,017-206-08,UMF Temixco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_549,MSIST000223,017-206-09,CAF Tepoztlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_550,MSIST000095,017-206-10,UMF Tetecala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_551,MSIST000170,017-206-13,CAF Tres Marías,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_552,MSIST000264,017-206-14,CAF Xochitepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_553,MSIST000054,017-208-00,CMFEQ Jojutla de Juárez,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_554,MSIST000013,017-208-01,UMF Amacuzac,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_555,MSIST000100,017-208-02,UMF Tlaquiltenango,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_556,MSIST000240,017-208-03,CAF Tlaltizapán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_557,MSIST000206,017-208-04,CAF Xoxocotla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_558,MSIST000124,017-208-05,UMF Zacatepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_559,PENDIENTE,017-209-00,HG Dr. Carlos Calero Elorduy,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_560,NTIST000260,018-204-00,HG Tepic,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí
U_ISSSTE_561,NTIST000016,018-205-00,CMF Acaponeta,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_562,NTIST000231,018-205-01,CAF San Felipe Aztatán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_563,NTIST000086,018-205-03,UMF Rosamorada,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_564,NTIST000173,018-205-04,CAF Ruíz,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_565,NTIST000115,018-205-05,UMF Tecuala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_566,NTIST000132,018-205-06,UMF Tuxpan,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_567,NTIST000161,018-205-07,CAF Huajicori,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_568,NTIST000243,018-206-00,"CMF Dr. Joaquín Cánovas Puchades,Tepic",Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_569,NTIST000021,018-206-01,UMF Ahuacatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_570,NTIST000156,018-206-02,CAF Amatlán de Cañas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_571,NTIST000033,018-206-03,UMF Compostela,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_572,NTIST000062,018-206-04,UMF Ixtlán del Río,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_573,NTIST000050,018-206-06,UMF Las Varas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_574,NTIST000074,018-206-07,UMF Jala,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_575,NTIST000202,018-206-08,CAF San Blas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_576,NTIST000045,018-206-09,UMF Peñita de Jaltemba,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_577,NTIST000144,018-206-10,UMF San Juan de Abajo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_578,NTIST000226,018-206-11,CAF Santa María del Oro,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_579,NTIST000091,018-206-12,UMF Santiago Ixcuintla,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_580,NTIST000103,018-206-13,UMF Villa Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_581,NTIST000214,018-206-16,CAF San Pedro Lagunillas,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_582,PENDIENTE,018-206-17,CAF Islas Marías ,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_583,NLIST000093,019-204-00,CH Constitución,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_584,NLIST000233,019-204-01,CAF Aramberri,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_585,NLIST000315,019-204-02,CAF Cd. Allende,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_586,NLIST000146,019-204-03,CAF UHF. Col. Burócratas Federales,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_587,NLIST000023,019-204-04,UMF Cadereyta de Jiménez,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_588,NLIST000011,019-204-05,UMF Cd. Anáhuac,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_589,NLIST000035,019-204-07,UMF Doctor Arroyo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_590,NLIST000040,019-204-08,UMF Galeana,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_591,NLIST000064,019-204-09,UMF Gral. Bravo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_592,NLIST000320,019-204-10,CAF Gral. Terán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_593,NLIST000262,019-204-12,CAF Iturbide,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_594,NLIST000245,019-204-13,CAF La Ascensión,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_595,NLIST000303,019-204-14,CAF Lampazos de Naranjo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_596,NLIST000081,019-204-16,UMF Montemorelos,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_597,NLIST000274,019-204-17,CMCT Palacio Federal (Monterrey),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_598,NLIST000180,019-204-18,CMCT SAT Administración Fiscal,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_599,NLIST000110,019-204-19,UMF Sabinas Hidalgo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_600,NLIST000122,019-204-23,UMF Villa de Santiago,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_601,NLIST000361,019-204-24,CAF Cerralvo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_602,NLIST000332,019-204-25,CAF Hualahuises,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_603,PENDIENTE,019-204-26,CMCT Sindicato de SARH (SADER),Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_604,NLIST000052,019-204-27,UMF El Potosí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_605,NLIST000175,019-204-29,CAF Villa Dorada,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_606,NLIST000250,019-204-31,CAF San José de Raíces,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_607,NLIST000151,019-204-32,CMCT INEGI,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_608,NLIST000076,019-205-00,CMFEQ Linares,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_609,NLIST000373,019-206-00,CMF Guadalupe Col. de Maestros,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_610,NLIST000385,019-208-00,CMF Escobedo,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí
U_ISSSTE_611,OCIST000136,020-204-00,CMF Salina Cruz,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí
U_ISSSTE_612,OCIST000025,020-204-01,UMF Ciudad Ixtepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_613,OCIST000066,020-204-02,UMF Juchitán de Zaragoza,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí
U_ISSSTE_614,OCIST000585,020-204-03,UMF Unión Hidalgo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_615,OCIST000544,020-204-04,CAF Santiago Laollaga,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_616,OCIST000515,020-204-05,CAF Santiago Astata,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_617,OCIST000322,020-204-06,CAF El Espinal,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_618,OCIST000252,020-205-00,CH Tehuantepec,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí
U_ISSSTE_619,OCIST000083,020-205-01,UMF Matías Romero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_620,OCIST000211,020-205-02,UMF San Pedro Tapanatepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_621,OCIST000141,020-205-03,UMF San Francisco Ixhuatán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_622,OCIST000392,020-205-04,CAF San Francisco del Mar,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_623,OCIST000346,020-205-05,CAF Palomares,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_624,OCIST000556,020-205-06,CAF Santo Domingo Zanatepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_625,PENDIENTE,020-205-07,CAF San Pedro Comitancillo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_626,OCIST000165,020-206-00,CH Tuxtepec,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí
U_ISSSTE_627,OCIST000305,020-206-01,UMF Acatlán de Pérez Figueroa,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_628,OCIST000071,020-206-02,UMF Loma Bonita,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_629,OCIST000170,020-206-04,UMF San Lucas Ojitlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_630,OCIST000182,020-206-05,UMF Temascal,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_631,OCIST000590,020-206-06,CAF Valle Nacional,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_632,OCIST000380,020-206-08,CAF San Felipe Usila,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_633,OCIST000042,020-207-00,CH Huajuapan de León,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_634,OCIST000532,020-207-02,CAF Juxtlahuaca,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_635,OCIST000264,020-207-05,UMF Silacayoápam,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_636,OCIST000276,020-207-06,UMF Tamazulapam,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí
U_ISSSTE_637,OCIST000124,020-207-08,UMF Putla Villa de Guerrero,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_638,OCIST000462,020-208-00,CMFEQ Puerto Escondido,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí
U_ISSSTE_639,OCIST000206,020-208-02,UMF Pochutla,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_640,OCIST000474,020-208-03,UMF Río Grande,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_641,OCIST000223,020-208-04,UMF Santa Rosa de Lima,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_642,OCIST000486,020-208-05,CAF Juquila,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_643,OCIST000491,020-208-09,CAF Santa María Huatulco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_644,OCIST000503,020-208-12,CAF Santa Cruz Huatulco,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_645,OCIST000100,020-209-00,CMFEQ Oaxaca,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_646,OCIST000351,020-209-01,CAF Ayutla Mixe,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_647,OCIST000404,020-209-02,CAF Cuicatlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_648,OCIST000030,020-209-04,UMF Guelatao de Juárez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_649,OCIST000054,020-209-05,UMF Huautla de Jiménez,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_650,OCIST000095,020-209-06,UMF Miahuatlán de Porfirio Díaz,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No
U_ISSSTE_651,OCIST000363,020-209-07,CAF Ocotlán de Morelos,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_652,OCIST000450,020-209-08,UMF San Pablo Huixtepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_653,OCIST000281,020-209-10,UMF Teotitlán de Flores Magón,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_654,OCIST000153,020-209-11,UMF Telixtlahuaca,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_655,OCIST000573,020-209-12,CAF Tlacolula de Matamoros,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_656,OCIST000013,020-209-14,UMF Asunción Nochixtlán,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_657,OCIST000614,020-209-17,CAF Tamazulápam del Espíritu Santo,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
U_ISSSTE_658,OCIST000240,020-210-00,CH Pinotepa Nacional,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí
U_ISSSTE_659,PENDIENTE,020-210-01,CAF Cacahuatepec,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No
